user_type,operating_system,sessions,gameplay_anytime_rate,gameplay_within_10s_rate,gameplay_within_15s_rate,gameplay_within_30s_rate,gameplay_within_60s_rate,promo_click_anytime_rate,promo_click_before_gameplay_rate
RETURNING_USER,Android,69905,0.54722838137472285,0.13239396323582006,0.26465918031614349,0.37776983048422852,0.42192976181961234,0.061612187969387021,0.021758100278950015
RETURNING_USER,iOS,44701,0.630478065367665,0.32037314601463063,0.44936354891389457,0.52728126887541682,0.557660902440661,0.03386948837833606,0.0112749155499877
NEW_USER,Android,38748,0.507897181790028,0.10286982553938265,0.22713430370599777,0.33965624032208114,0.38732321668215142,0.069629400227108493,0.022762465159492103
NEW_USER,iOS,23170,0.63103150625809223,0.29175658178679348,0.42693137678031939,0.51217091066033682,0.55179110919292185,0.045317220543806637,0.015494173500215794
